### card_data
22,8,足利義輝,足利よしペル,足利よしﾍﾟﾙ,あしかがよしてる,3,0,8,0,5,9700,6200,6200,6800,7200,0,0,18,0,118,68,0,180,0,0,19,13,12,12,14,118,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,4,4,3,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_022_LINES,MSG_CARD_CHARACTER_022_HISTORY,MSG_CARD_CHARACTER_022_SLOGAN,2010,0,0,1,1,1,1,1
23,12,尼子経久,あミャーゴ経久,あﾐｬｰｺﾞ経久,あまごつねひさ,2,0,12,2,5,7000,6500,8200,6100,8000,0,0,348,148,0,0,113,0,338,0,14,10,16,14,15,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_023_LINES,MSG_CARD_CHARACTER_023_HISTORY,MSG_CARD_CHARACTER_023_SLOGAN,3001,0,0,1,1,1,1,1
24,23,石川五右衛門,石川ごえミャン,石川ごえﾐｬﾝ,いしかわごえもん,3,0,23,2,5,8000,5900,8200,3700,7900,0,58,0,0,113,0,148,194,0,0,10,10,19,16,16,113,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,1,4,4,1,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_024_LINES,MSG_CARD_CHARACTER_024_HISTORY,MSG_CARD_CHARACTER_024_SLOGAN,2011,0,0,1,1,1,1,1
25,25,出雲の阿国,出雲のおくニィ,出雲のおくﾆｨ,いずものおくに,3,0,25,2,5,5900,7700,9500,6800,6000,0,0,0,0,108,3,118,138,0,0,15,10,20,10,16,108,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,2,4,4,2,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_025_LINES,MSG_CARD_CHARACTER_025_HISTORY,MSG_CARD_CHARACTER_025_SLOGAN,2012,0,0,1,1,1,1,1
26,28,稲姫,いニャ姫,いﾆｬ姫,いなひめ,3,0,28,4,5,7000,6500,6700,7600,7900,0,361,177,0,0,138,38,0,0,0,15,12,12,11,16,0,1000,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_026_LINES,MSG_CARD_CHARACTER_026_HISTORY,MSG_CARD_CHARACTER_026_SLOGAN,2013,0,0,1,1,1,1,1
27,30,今川義元,いミャがわ義元,いﾐｬがわ義元,いまがわよしもと,3,0,30,1,5,8000,8800,6000,6500,8600,0,0,0,0,353,13,323,167,0,0,10,16,12,12,15,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,4,4,1,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_027_LINES,MSG_CARD_CHARACTER_027_HISTORY,MSG_CARD_CHARACTER_027_SLOGAN,2014,0,0,1,1,1,1,1
28,43,大友宗麟,大友そうニャン,大友そうﾆｬﾝ,おおともそうりん,3,0,43,4,8,9500,9200,9000,9700,10000,0,0,0,0,138,143,171,348,0,0,20,20,20,20,20,202,1000,1,0,0,0,1,0,0,1,1,0,0,1,0,0,5,0,0,0,0,3,4,4,3,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_028_LINES,MSG_CARD_CHARACTER_028_HISTORY,MSG_CARD_CHARACTER_028_SLOGAN,2015,0,0,1,1,1,1,1
29,62,加藤清正,キャットう清正,ｷｬｯﾄう清正,かとうきよまさ,3,0,62,0,4,8200,6000,6400,4500,7200,0,23,163,0,103,88,0,0,0,0,14,8,10,7,12,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_029_LINES,MSG_CARD_CHARACTER_029_HISTORY,MSG_CARD_CHARACTER_029_SLOGAN,2016,0,0,1,1,1,1,1
30,65,上泉信綱,かミーいずミー信綱,かﾐｰいずﾐｰ信綱,かみいずみのぶつな,4,0,65,0,5,9700,8700,6700,6500,7000,0,0,0,0,0,0,73,0,178,381,20,12,9,10,16,73,1000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_030_LINES,MSG_CARD_CHARACTER_030_HISTORY,MSG_CARD_CHARACTER_030_SLOGAN,1014,0,0,1,1,1,1,1
31,67,ガラシャ,ガラシャム,ｶﾞﾗｼｬﾑ,がらしゃ,3,0,67,3,5,5600,6700,6500,8500,6200,0,143,0,0,43,48,0,171,0,0,12,15,11,18,15,43,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,4,0,0,0,0,2,4,4,2,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_031_LINES,MSG_CARD_CHARACTER_031_HISTORY,MSG_CARD_CHARACTER_031_SLOGAN,2018,0,0,1,1,1,1,1
32,71,吉川元春,キャッかわ元春,ｷｬｯかわ元春,きっかわもとはる,2,0,71,0,3,7100,4100,4300,3700,6700,0,23,0,0,83,0,179,0,0,0,10,7,7,7,9,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_032_LINES,MSG_CARD_CHARACTER_032_HISTORY,MSG_CARD_CHARACTER_032_SLOGAN,3002,0,0,1,1,1,1,1
33,77,黒田官兵衛,黒田ボンベイ,黒田ﾎﾞﾝﾍﾞｲ,くろだかんべえ,3,0,77,4,5,7400,6200,7500,4900,9200,0,0,0,0,0,0,143,348,163,201,12,15,10,12,18,143,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,4,4,2,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_033_LINES,MSG_CARD_CHARACTER_033_HISTORY,MSG_CARD_CHARACTER_033_SLOGAN,2019,0,0,1,1,1,1,1
34,84,小早川隆景,こばニャかわ隆景,こばﾆｬかわ隆景,こばやかわたかかげ,2,0,84,4,4,6200,6400,5700,7000,8400,0,323,0,0,138,0,0,196,0,0,10,8,8,9,15,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_034_LINES,MSG_CARD_CHARACTER_034_HISTORY,MSG_CARD_CHARACTER_034_SLOGAN,3003,0,0,1,1,1,1,1
35,88,斎藤道三,斎藤ドラニャン,斎藤ﾄﾞﾗﾆｬﾝ,さいとうどうさん,3,0,88,4,6,8600,8600,8000,7600,9200,0,0,333,0,0,0,353,0,143,18,16,16,14,12,20,206,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,5,0,0,0,0,3,4,4,3,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_035_LINES,MSG_CARD_CHARACTER_035_HISTORY,MSG_CARD_CHARACTER_035_SLOGAN,2020,0,0,1,1,1,1,1
36,99,真田昌幸,さニャだ昌幸,さﾆｬだ昌幸,さなだまさゆき,2,0,99,4,4,6300,7000,6800,5000,8000,0,338,0,23,0,0,353,0,153,0,8,10,7,8,19,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_036_LINES,MSG_CARD_CHARACTER_036_HISTORY,MSG_CARD_CHARACTER_036_SLOGAN,3004,0,0,1,1,1,1,1
37,103,柴田勝家,柴田キャッツいえ,柴田ｷｬｯﾂいえ,しばたかついえ,2,0,103,0,5,9600,7600,6300,5000,5800,13,0,8,0,0,185,63,0,0,0,20,15,13,11,12,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_037_LINES,MSG_CARD_CHARACTER_037_HISTORY,MSG_CARD_CHARACTER_037_SLOGAN,3005,0,0,1,1,1,1,1
38,104,島左近,しミャ左近,しﾐｬ左近,しまさこん,2,0,104,4,5,9000,6200,4800,6300,9100,0,63,328,165,0,0,0,143,0,0,13,12,12,12,20,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_038_LINES,MSG_CARD_CHARACTER_038_HISTORY,MSG_CARD_CHARACTER_038_SLOGAN,3006,0,0,1,1,1,1,1
39,108,島津義久,シャムづ義久,ｼｬﾑづ義久,しまづよしひさ,2,0,108,1,5,8200,9200,7100,8500,7800,138,0,0,198,0,3,0,18,0,0,12,14,10,10,12,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_039_LINES,MSG_CARD_CHARACTER_039_HISTORY,MSG_CARD_CHARACTER_039_SLOGAN,3007,0,0,1,1,1,1,1
40,114,千利休,ニャンの利休,ﾆｬﾝの利休,せんのりきゅう,2,0,114,3,8,8400,8800,9000,10000,9500,0,0,0,0,43,143,48,198,165,0,20,20,20,20,20,175,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_040_LINES,MSG_CARD_CHARACTER_040_HISTORY,MSG_CARD_CHARACTER_040_SLOGAN,3008,0,0,1,1,1,1,1
41,117,太原雪斎,メイクン雪斎,ﾒｲｸﾝ雪斎,たいげんせっさい,2,0,117,4,5,4700,7600,6800,6400,9100,0,8,376,0,0,0,196,0,398,0,12,17,14,12,19,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_041_LINES,MSG_CARD_CHARACTER_041_HISTORY,MSG_CARD_CHARACTER_041_SLOGAN,3009,0,0,1,1,1,1,1
42,125,竹中半兵衛,たけニャか半兵衛,たけﾆｬか半兵衛,たけなかはんべえ,3,0,125,4,5,8200,6600,7400,5100,9500,0,0,0,0,143,58,201,28,0,0,12,14,10,9,20,143,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_042_LINES,MSG_CARD_CHARACTER_042_HISTORY,MSG_CARD_CHARACTER_042_SLOGAN,2021,0,0,1,1,1,1,1
43,126,立花誾千代,たちばニャ誾千代,たちばﾆｬ誾千代,たちばなぎんちよ,3,0,126,1,5,8600,8800,5800,6200,5800,0,0,128,0,8,177,23,0,0,0,14,18,11,15,10,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,2,4,4,2,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_043_LINES,MSG_CARD_CHARACTER_043_HISTORY,MSG_CARD_CHARACTER_043_SLOGAN,2022,0,0,1,1,1,1,1
44,127,立花道雪,たちばニャ道雪,たちばﾆｬ道雪,たちばなどうせつ,3,0,127,1,5,8800,9200,4800,5900,7600,0,103,0,0,0,3,0,23,198,0,15,19,9,11,16,0,1000,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_044_LINES,MSG_CARD_CHARACTER_044_HISTORY,MSG_CARD_CHARACTER_044_SLOGAN,2047,0,0,1,1,1,1,1
45,128,立花宗茂,たちばニャ宗茂,たちばﾆｬ宗茂,たちばなむねしげ,2,0,128,2,4,7400,5200,8100,4600,5400,0,0,179,0,128,0,343,0,0,0,12,10,15,8,10,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_045_LINES,MSG_CARD_CHARACTER_045_HISTORY,MSG_CARD_CHARACTER_045_SLOGAN,3011,0,0,1,1,1,1,1
46,132,茶々,チャチャ,ﾁｬﾁｬ,ちゃちゃ,3,0,132,2,4,4900,7400,8200,6700,5000,0,38,43,0,108,0,113,0,0,0,11,9,14,9,8,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,1,4,4,1,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_046_LINES,MSG_CARD_CHARACTER_046_HISTORY,MSG_CARD_CHARACTER_046_SLOGAN,2023,0,0,1,1,1,1,1
47,136,塚原卜伝,塚原ぼくニャン,塚原ぼくﾆｬﾝ,つかはらぼくでん,3,0,136,0,5,9700,6100,5500,7900,8200,0,0,0,0,0,0,362,108,68,118,20,12,12,10,14,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_047_LINES,MSG_CARD_CHARACTER_047_HISTORY,MSG_CARD_CHARACTER_047_SLOGAN,2024,0,0,1,1,1,1,1
48,140,藤堂高虎,藤堂たかドラ,藤堂たかﾄﾞﾗ,とうどうたかとら,2,0,140,2,4,6000,7100,8000,4800,7000,0,0,163,158,0,0,123,0,0,0,10,10,12,9,10,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_048_LINES,MSG_CARD_CHARACTER_048_HISTORY,MSG_CARD_CHARACTER_048_SLOGAN,3012,0,0,1,1,1,1,1
49,152,鍋島直茂,ニャべしま直茂,ﾆｬべしま直茂,なべしまなおしげ,2,0,152,1,5,8000,8500,7500,6000,7600,0,0,98,179,0,0,13,0,8,0,13,17,12,10,12,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_049_LINES,MSG_CARD_CHARACTER_049_HISTORY,MSG_CARD_CHARACTER_049_SLOGAN,3013,0,0,1,1,1,1,1
50,156,ねね,ネネ,ﾈﾈ,ねね,2,0,156,3,3,4500,4500,4600,7000,5000,0,123,0,0,58,0,172,0,0,0,8,8,8,10,8,0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_050_LINES,MSG_CARD_CHARACTER_050_HISTORY,MSG_CARD_CHARACTER_050_SLOGAN,3014,0,0,1,1,1,1,1
51,160,服部半蔵,ニャっとり半蔵,ﾆｬっとり半蔵,はっとりはんぞう,3,0,160,4,5,8200,6700,7600,4400,9000,0,78,0,0,108,0,203,118,0,0,12,10,16,12,18,108,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,5,0,0,0,0,2,4,4,2,4,4,2,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_051_LINES,MSG_CARD_CHARACTER_051_HISTORY,MSG_CARD_CHARACTER_051_SLOGAN,2025,0,0,1,1,1,1,1
52,166,福島正則,福島ミャさのり,福島ﾐｬさのり,ふくしままさのり,3,0,166,0,5,8900,7300,7200,5800,6200,0,23,0,0,63,0,83,138,0,0,18,15,12,12,14,0,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_052_LINES,MSG_CARD_CHARACTER_052_HISTORY,MSG_CARD_CHARACTER_052_SLOGAN,2026,0,0,1,1,1,1,1
53,173,細川幽斎,細川ミュウさい,細川ﾐｭｳさい,ほそかわゆうさい,1,0,173,3,5,7800,6200,5500,8000,7300,143,308,318,348,0,0,0,0,0,0,14,14,14,18,13,0,1000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_053_LINES,MSG_CARD_CHARACTER_053_HISTORY,MSG_CARD_CHARACTER_053_SLOGAN,4001,0,0,1,1,1,1,1
54,175,本多忠勝,本多ただキャッツ,本多ただｷｬｯﾂ,ほんだただかつ,3,0,175,0,5,9300,9100,5500,4400,6100,0,8,0,23,68,0,63,184,0,0,20,15,12,10,12,68,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,4,4,2,4,4,1,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_054_LINES,MSG_CARD_CHARACTER_054_HISTORY,MSG_CARD_CHARACTER_054_SLOGAN,2027,0,0,1,1,1,1,1
55,178,前田利家,まえニャ利家,まえﾆｬ利家,まえだとしいえ,3,0,178,1,5,7100,7500,7000,6200,7100,0,118,0,0,308,73,0,179,0,0,13,18,13,13,13,308,1000,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,1,4,4,4,4,4,4,4,0,0,0,MSG_CARD_CHARACTER_055_LINES,MSG_CARD_CHARACTER_055_HISTORY,MSG_CARD_CHARACTER_055_SLOGAN,2028,0,0,1,1,1,1,1
