### skill_base_data
17,空蝉の術,空蝉の術,うつせみのじゅつ,味方への遠距離攻撃を一定の確率でかばう。[自動],3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
18,三河の狸親父,三河の狸親父,みかわのたぬきおやじ,味方全体の奥義が出やすくなり、徳と策略が上がる。かつ術ダメージを上げる。,4,3,3,0,0,1,0,16,4,0,0,0,0,0,0,0,0,110,5,7,31,0,0,0,0,0,0
19,小豆袋,小豆袋,あずきぶくろ,味方全体の兵力が回復し、策略が上がる。,4,4,3,0,0,1,0,1,30,0,0,0,0,0,0,0,0,81,4,7,31,0,0,0,0,0,0
20,爪とぎ,爪とぎ,つめとぎ,自身の攻撃力が上がる。,1,3,3,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
21,必殺,必殺,ひっさつ,必殺時に敵に与えるダメージが増える。[自動],1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
22,連撃,連撃,れんげき,敵１体に連撃系攻撃をする。,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,0,0,0
23,奇襲,奇襲,きしゅう,草むらや岩地で、敵１体に強力な近接攻撃をする。守護系技能無効。,1,1,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,0,0,0
24,突撃,突撃,とつげき,荒地で、一定範囲の敵を攻撃する。,1,1,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,2,31,0,0,0,0,0,0
25,一騎駆け,一騎駆け,いっきがけ,自身の攻撃力が上がる。足軽兵科に対する防御力が上がる。,1,3,3,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,5,2,31,0,0,0,0,0,0
26,狙撃,狙撃,そげき,離れた敵１体を攻撃する。,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,31,0,0,0,0,0,0
27,三段撃ち,三段撃ち,さんだんうち,敵１体に馬防柵から三連撃系攻撃をする。騎馬兵科へのダメージが大きくなる。,1,1,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,57,2,4,31,0,0,0,0,0,0
28,第六天魔王,第六天魔王,だいろくてんまおう,総大将のとき、味方全体の攻撃力と防御力および策略が上がる。鉄砲兵科なら効果大。,1,3,3,0,0,1,0,5,0,16,1,0,0,0,0,0,0,78,5,7,31,0,0,0,0,0,0
29,真田丸,真田丸,さなだまる,攻撃力と防御力が上がる。瀕死になるほど攻撃力が上がり、物理攻撃が出やすくなる。[自動],1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
30,才気煥発,才気煥発,さいきかんぱつ,防御力と策略が上がる。[自動],5,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
31,暗殺術,暗殺術,あんさつじゅつ,伏兵状態から強力な攻撃をする。,3,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,5,31,0,0,0,0,0,0
32,手練,手練,てだれ,攻撃が命中しやすくなる。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
33,猫足,猫足,ねこあし,攻撃を回避しやすくなる。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
34,迅速,迅速,じんそく,行動速度が上がる。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
35,反撃,反撃,はんげき,近接攻撃を回避したとき、一定の確率で反撃する。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0
36,早合,早合,はやごう,攻撃力と行動速度が上がる。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0
37,馬沓,馬沓,うまぐつ,移動力と行動速度が上がる。[自動],3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0
38,独眼竜,独眼竜,どくがんりゅう,総大将のとき、離れた敵複数に間接攻撃する。守護系技能無効。,3,1,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,37,2,4,31,0,0,0,0,0,0
39,二天一流,二天一流,にてんいちりゅう,攻撃力と命中・回避および必殺率が上がる。瀕死になるほど効果大。伝授不可。[自動],1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,守護神,守護神,しゅごしん,複数の能力が上がる。味方への攻撃を一定の確率でかばう。[自動],2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,越後の龍,越後の龍,えちごのりゅう,味方全体の攻撃力と防御力が上がる。,1,3,3,0,0,1,0,16,1,0,0,0,0,0,0,0,0,110,5,7,31,0,0,0,0,0,0
42,燕返し,燕返し,つばめがえし,敵１体に連撃系攻撃をする。命中すると行動速度が上がる。,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,0
43,新陰流無形,新陰流無形,しんかげりゅうむけい,攻撃力が上がる。かつ攻撃を回避しやすくなる。瀕死になるほど反撃しやすくなる。[自動],1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0
44,マタタビ,ﾏﾀﾀﾋﾞ,またたび,一定の確率で、敵１体が混乱する。,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0
45,鼓舞,鼓舞,こぶ,周囲の味方の五輪能力が強化される。,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
46,伏兵看破,伏兵看破,ふくへいかんぱ,周囲の敵の伏兵状態が解除される。,5,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,7,31,0,0,0,0,0,0
47,伏兵,伏兵,ふくへい,敵に気付かれずに行動できるようになる。,5,3,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5,5,31,0,0,0,0,0,0
48,伝令,伝令,でんれい,周囲の味方の混乱・籠絡状態が正常に戻る。,5,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,7,31,0,0,0,0,0,0
49,威嚇発砲,威嚇発砲,いかくはっぽう,一定の確率で、一定範囲の敵が混乱する。,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,31,0,0,0,0,0,0
50,甲斐の虎,甲斐の虎,かいのとら,総大将のとき、味方全体の攻撃力と防御力および策略が上がる。騎馬兵科なら効果大。,5,3,3,0,0,1,0,5,0,16,1,0,0,0,0,0,0,79,5,2,31,0,0,0,0,0,0
51,謀将,謀将,ぼうしょう,総大将のとき、味方全体の策略が上がる。,5,3,3,0,0,1,0,5,0,16,5,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
52,美濃マムシ,美濃ﾏﾑｼ,みのまむし,総大将のとき、一定の確率で、敵全体の策略が下がり、技能がかかりやすくなる。,5,3,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0
53,三日天下,三日天下,みっかてんか,短期間、攻撃力と防御力が大きく上がる。,5,3,3,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
54,陥穽,陥穽,かんせい,一定範囲の敵に攻撃をする。一定の確率で行動不能にする。,2,1,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
55,土竜攻め,土竜攻め,もぐらぜめ,一定の確率で、敵複数の防御力を下げる。,2,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
56,鉄壁,鉄壁,てっぺき,防御力が上がる。鉄砲兵科に対する防御力がさらに上がる。,2,2,4,1,0,14,0,10,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0
57,陽動戦法,陽動戦法,ようどうせんぽう,一定の確率で、敵複数の注意を引きつける。自身の防御力が上がる。,2,2,4,1,0,14,0,5,1,15,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
58,後備え,後備え,あとぞなえ,味方総大将をかばう。自身の防御力が上がる。,2,2,4,1,0,14,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
59,武士道,武士道,ぶしどう,総大将が瀕死時、敵全体を一定の確率で挑発する。防御力が上がる。,2,2,4,2,0,10,0,20,70,12,1,13,1,18,1,0,0,0,11,0,0,0,8,16,0,1,0
60,一夜城,一夜城,いちやじょう,味方全体の防御力が上がる。,2,2,4,2,0,8,0,18,2,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,1,0
61,最上屋形,最上屋形,もがみやかた,味方全体の防御力と徳が上がる。,2,2,4,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,1,0
62,三河魂,三河魂,みかわだましい,味方全体の状態が正常に戻る。以降、状態異常にならなくなる。,2,3,4,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,18,0,0,0,16,0,0,1,0
63,尼子十旗,尼子十旗,あまごじっき,味方全体の防御力が上がる。かつ奥義が出やすくなる。,2,2,4,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,1,0
64,医心方,医心方,いしんぼう,自身と周囲の味方の兵力が回復する。,4,4,3,1,0,14,0,1,30,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0
65,武運長久,武運長久,ぶうんちょうきゅう,兵力が回復し、徳が上がる。,4,4,3,1,0,14,0,1,30,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0
66,鉄甲船,鉄甲船,てっこうせん,水の上を移動できるようになる。,4,3,4,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
67,干殺し,干殺し,ほしごろし,敵全体を攻撃する。一定の確率で敵の徳が下がる。,4,1,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
68,雨乞,雨乞,あまごい,鉄砲兵科の敵すべてに対し、一定の確率で攻撃力を下げる。,4,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
69,武家の賢妻,武家の賢妻,ぶけのけんさい,味方全体の兵力が回復する。,4,4,3,2,0,10,0,1,50,14,4,0,0,0,0,0,0,1,9,0,0,0,15,0,0,1,0
70,胡蝶の陣,胡蝶の陣,こちょうのじん,味方全体の兵力が回復し、防御力が上がる。,4,4,3,2,0,8,0,1,50,12,64,13,64,18,1,0,0,1,14,0,0,0,13,16,0,1,0
71,連歌百韻,連歌百韻,れんがひゃくいん,味方全体の行動速度と徳が上がり、特技が出やすくなる。,4,3,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,1,0
72,一領具足,一領具足,いちりょうぐそく,味方全体の兵力が回復し、状態が正常に戻る。足軽なら効果大。,4,4,3,2,0,16,0,1,50,18,1,0,0,0,0,0,0,1,9,0,0,0,16,0,0,1,0
73,船戦要法,船戦要法,せんせんようほう,味方全体の攻撃力と移動力が上がり、山以外の地形を自由に動ける。,4,3,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,1,0
74,侍魂,侍魂,さむらいだましい,味方全体の攻撃力が上がる。,1,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
75,鎧通し,鎧通し,よろいどおし,敵１体を攻撃する。,1,1,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0
76,赤備え,赤備え,あかぞなえ,敵１体に連撃系攻撃をする。命中すると自身の攻撃力が上がる。,1,1,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0
77,馬上筒,馬上筒,ばじょうつつ,離れた敵１体を間接攻撃する。,1,1,2,1,0,12,0,10,2,11,4,0,0,0,0,0,0,0,7,0,0,0,7,0,0,1,0
78,釣瓶撃ち,釣瓶撃ち,つるべうち,周囲の敵に間接攻撃をする。足軽兵科に与えるダメージが増える。,1,1,2,1,0,12,0,10,4,11,4,0,0,0,0,0,0,0,7,0,0,0,6,0,0,1,0
79,快刀乱麻,快刀乱麻,かいとうらんま,敵１体を攻撃する。命中すると自身の攻撃力が上がる。,1,1,1,2,0,8,0,12,16,13,16,0,0,0,0,0,0,0,12,0,0,0,11,0,0,1,0
80,三矢の訓,三矢の訓,さんしのおしえ,攻撃力が上がり、かつ奥義が出やすくなる。,1,3,3,2,0,10,0,14,3,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,1,0
81,天下布武,天下布武,てんかふぶ,味方全体の攻撃力が上がる。騎馬兵科に対する攻撃力がさらに上がる。,1,3,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,1,0
82,国崩し,国崩し,くにくずし,一定範囲の敵を間接攻撃する。命中した敵は、一定の確率で混乱する。,1,1,2,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,1,0
83,化け猫騒動,化け猫騒動,ばけねこそうどう,一定の確率で、敵複数の攻撃力を下げる。稀に混乱させる。,1,3,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,1,0
84,幸若舞,幸若舞,こうわかまい,味方全体の行動速度が上がり、攻撃を回避しやすくなる。,3,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
85,心眼,心眼,しんがん,攻撃を回避しやすくなり、命中しやすくなる。,3,3,3,1,0,14,0,10,1,11,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,1,0
86,雑賀流砲術,雑賀流砲術,さいかりゅうほうじゅつ,行動速度と移動力が上がる。攻撃が命中しやすくなる。,3,3,3,1,0,14,0,10,4,11,4,0,0,0,0,0,0,0,10,0,0,0,6,0,0,1,0
87,流鏑馬術,流鏑馬術,やぶさめじゅつ,一定範囲の敵を攻撃する。一定の確率で敵の攻撃が命中しにくくなる。,3,1,2,1,0,12,0,10,2,11,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,1,0
88,真田兵法,真田兵法,さなだへいほう,一定の確率で、敵全体の行動速度と移動力および命中を下げる。,3,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
89,大ガマの術,大ｶﾞﾏの術,おおがまのじゅつ,一定範囲の敵を攻撃する。敵の行動速度が下がる。,3,1,3,2,0,8,0,12,40,13,40,0,0,0,0,0,0,0,13,0,0,0,10,0,0,1,0
90,傾奇踊り,傾奇踊り,かぶきおどり,味方全体の攻撃力と行動速度が上がる。,3,3,3,2,0,10,0,12,32,18,1,0,0,0,0,0,0,0,10,0,0,0,12,16,0,1,0
91,花の御所,花の御所,はなのごしょ,味方全体の防御力が上がり、敵の技能が成功しにくくなる。,3,2,4,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,1,0
92,騎馬鉄砲,騎馬鉄砲,きばてっぽう,敵１体を回避不可攻撃する。自身の必殺ダメージが出やすくなる。,3,1,2,2,0,16,0,10,2,11,4,18,1,0,0,0,0,0,12,0,0,0,7,16,0,1,0
93,車懸の陣,車懸の陣,くるまがかりのじん,敵１体を攻撃する。自身の移動力が上がる。,3,1,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,1,0
94,釣り野伏せ,釣り野伏せ,つりのぶせ,一定の確率で敵１体をおびき寄せ、物理・術攻撃に対して弱くする。,5,3,3,1,0,14,0,5,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
95,影武者,影武者,かげむしゃ,自身が総大将だと敵に思い込ませる。,5,2,4,1,0,14,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
96,風林火山,風林火山,ふうりんかざん,一定範囲の敵を攻撃する。,5,1,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
97,籠絡の計,籠絡の計,ろうらくのけい,敵複数を、一定の確率で籠絡する。,5,3,3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0
98,闇討ち,闇討ち,やみうち,一定範囲の敵を攻撃する。一定の確率で敵が混乱する。,5,1,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
99,深謀遠慮,深謀遠慮,しんぼうえんりょ,敵複数を一定の確率で籠絡する。かつ自身の策略が上がる。,5,3,3,2,0,10,0,12,6,13,6,0,0,0,0,0,0,0,11,0,0,0,9,0,0,1,0
100,下克上,下克上,げこくじょう,一定範囲の敵を攻撃する。かつ自身の行動速度と策略が上がる。,5,1,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,1,0
101,北条五色備,北条五色備,ほうじょうごしきぞなえ,味方全体の五輪能力が強化される。,5,3,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,1,0
102,捨てガマリ,捨てｶﾞﾏﾘ,すてがまり,敵複数を攻撃し、おびき寄せる。鉄砲兵科からの攻撃に弱くする。,5,1,2,2,0,16,0,11,4,18,1,5,1,0,0,0,0,0,7,0,0,0,5,16,0,1,0
103,啄木鳥戦法,啄木鳥戦法,きつつきせんぽう,敵複数を攻撃し、混乱させる。,5,1,3,2,0,16,0,18,1,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,1,0
104,相模の獅子,相模の獅子,さがみのしし,総大将のとき、一定の確率で敵複数の注意を引きつける。自身の防御力が上がる。,2,2,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0
105,鬼島津,鬼島津,おにしまづ,総大将のとき、味方全体の攻撃力と防御力および移動力が上がる。自身と足軽は効果大。,2,2,4,0,0,1,0,5,0,16,2,0,0,0,0,0,0,80,5,7,31,0,0,0,0,0,0
106,築城術,築城術,ちくじょうじゅつ,自身の防御力が上がる。,2,2,4,0,0,1,0,16,2,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
107,大一大万大吉,大一大万大吉,だいいちだいまんだいきち,周囲の味方の防御力と徳が上がる。,2,3,3,0,0,1,0,16,2,0,0,0,0,0,0,0,0,32,5,7,31,0,0,0,0,0,0
108,海道一の弓取,海道一の弓取,かいどういちのゆみとり,周囲の味方の防御力と策略が上がる。,2,3,3,0,0,1,0,16,2,0,0,0,0,0,0,0,0,32,5,7,31,0,0,0,0,0,0
109,姉川の結束,姉川の結束,あねがわのけっそく,味方全体の攻撃力と防御力と徳が上がる。かつ奥義が出やすくなる。,2,3,3,0,0,1,0,21,26,0,0,0,0,0,0,0,0,84,5,7,31,0,0,0,0,0,0
110,信義仁,信義仁,しんぎじん,防御力が上がる。かつ味方への攻撃を一定の確率でかばう。[自動],2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
111,姫若子,姫若子,ひめわこ,味方１体の兵力が回復する。かつ自身の奥義が出やすくなる。,4,4,3,0,0,1,0,1,30,0,0,0,0,0,0,0,0,1,4,7,31,0,0,0,0,0,0
112,茶の湯,茶の湯,ちゃのゆ,味方１体の兵力が回復する。徳が上がる。,4,4,3,0,0,1,0,1,30,0,0,0,0,0,0,0,0,1,4,7,31,0,0,0,0,0,0
113,加護,加護,かご,味方１体の防御力と徳が上がる。,4,2,4,0,0,1,0,16,4,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
114,内助の功,内助の功,ないじょのこう,自身と周囲の味方の兵力が回復する。,4,4,3,0,0,1,0,1,30,0,0,0,0,0,0,0,0,1,4,7,31,0,0,0,0,0,0
115,剣豪将軍,剣豪将軍,けんごうしょうぐん,敵１体に三連撃系攻撃をする。,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,0
116,八咫烏,八咫烏,やたがらす,離れた敵１体を攻撃する。,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,31,0,0,0,0,0,0
117,蜻蛉切,蜻蛉切,とんぼきり,敵１体を攻撃する。命中すると自身の攻撃力が上がる。,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,0
118,瓶割り,瓶割り,かめわり,敵１体を攻撃する。,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,0
119,肥前の熊,肥前の熊,ひぜんのくま,周囲の味方の攻撃力が上がる。,1,3,3,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
120,地黄八幡,地黄八幡,じおうはちまん,敵１体を攻撃する。命中すると自身の攻撃力と行動速度が上がる。,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,0,0,0
121,女丈夫,女丈夫,じょじょうふ,攻撃力が上がる。[自動],1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
122,剣術指南,剣術指南,けんじゅつしなん,味方１体の攻撃力が上がる。,1,3,3,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,5,3,31,0,0,0,0,0,0
123,智勇兼備,智勇兼備,ちゆうけんび,攻撃力と策略が上がる。[自動],1,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
124,刀狩り,刀狩り,かたながり,敵複数の攻撃力と策略を下げる。かつ自身の行動速度が上がる。,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,6,7,31,0,0,0,0,0,0
125,大ふへん者,大ふへん者,だいふへんもの,味方全体の攻撃力と行動速度と必殺率が上がる。,3,3,3,0,0,1,0,16,3,0,0,0,0,0,0,0,0,83,5,7,31,0,0,0,0,0,0
126,天下の大泥棒,天下の大泥棒,てんかのおおどろぼう,周囲の味方の行動速度が上がる。攻撃の命中率、回避率が上がる。,3,3,3,0,0,1,0,16,3,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
127,直江状,直江状,なおえじょう,敵１体をおびき寄せ、攻撃力を下げる。かつ自身の策略が上がる。,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,6,7,31,0,0,0,0,0,0
128,両兵衛の采配,両兵衛の采配,りょうべえのさいはい,一定の確率で、敵複数の策略を下げる。稀に混乱させる。,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0
129,神の恵み,神の恵み,かみのめぐみ,徳と策略が上がる。[自動],5,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
130,鬼半蔵,鬼半蔵,おにはんぞう,敵に気付かれずに行動できるようになる。かつ自身の移動力が上がる。,5,3,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,5,5,31,0,0,0,0,0,0
131,軍師の智謀,軍師の智謀,ぐんしのちぼう,自身の策略が上がる。,5,3,3,0,0,1,0,16,5,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
132,幻術,幻術,げんじゅつ,敵複数が、一定の確率で混乱する。,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0
133,策士,策士,さくし,策略が上がる。かつ技能が成功しやすくなる。[自動],5,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0
134,陣羽織,陣羽織,じんばおり,自身の防御力が上がる。,2,2,3,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
135,投石,投石,とうせき,敵１体を間接攻撃する。一定の確率で敵が混乱する。,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,31,0,0,0,0,0,0
136,徳の心,徳の心,とくのこころ,周囲の味方の徳が上がる。,4,3,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
137,陣太鼓,陣太鼓,じんだいこ,周囲の味方の奥義が出やすくなる。,4,3,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,5,7,31,0,0,0,0,0,0
138,渾身,渾身,こんしん,敵１体に強力な攻撃をする。やや命中しにくい。,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,31,0,0,0,0,0,0
