#id,quiz_data_id,option,correct
62,16,MSG_QUIZ_JAPANESE_QUESTION_OPTION_62,0
63,16,MSG_QUIZ_JAPANESE_QUESTION_OPTION_63,1
64,16,MSG_QUIZ_JAPANESE_QUESTION_OPTION_64,0
65,17,MSG_QUIZ_JAPANESE_QUESTION_OPTION_65,0
66,17,MSG_QUIZ_JAPANESE_QUESTION_OPTION_66,1
67,17,MSG_QUIZ_JAPANESE_QUESTION_OPTION_67,0
68,17,MSG_QUIZ_JAPANESE_QUESTION_OPTION_68,0
69,18,MSG_QUIZ_JAPANESE_QUESTION_OPTION_69,1
70,18,MSG_QUIZ_JAPANESE_QUESTION_OPTION_70,0
71,18,MSG_QUIZ_JAPANESE_QUESTION_OPTION_71,0
72,18,MSG_QUIZ_JAPANESE_QUESTION_OPTION_72,0
73,19,MSG_QUIZ_JAPANESE_QUESTION_OPTION_73,0
74,19,MSG_QUIZ_JAPANESE_QUESTION_OPTION_74,0
75,19,MSG_QUIZ_JAPANESE_QUESTION_OPTION_75,0
76,19,MSG_QUIZ_JAPANESE_QUESTION_OPTION_76,1
77,20,MSG_QUIZ_JAPANESE_QUESTION_OPTION_77,1
78,20,MSG_QUIZ_JAPANESE_QUESTION_OPTION_78,0
79,20,MSG_QUIZ_JAPANESE_QUESTION_OPTION_79,0
80,20,MSG_QUIZ_JAPANESE_QUESTION_OPTION_80,0
81,21,MSG_QUIZ_JAPANESE_QUESTION_OPTION_81,0
82,21,MSG_QUIZ_JAPANESE_QUESTION_OPTION_82,0
83,21,MSG_QUIZ_JAPANESE_QUESTION_OPTION_83,0
84,21,MSG_QUIZ_JAPANESE_QUESTION_OPTION_84,1
85,22,MSG_QUIZ_JAPANESE_QUESTION_OPTION_85,0
86,22,MSG_QUIZ_JAPANESE_QUESTION_OPTION_86,1
87,22,MSG_QUIZ_JAPANESE_QUESTION_OPTION_87,0
88,22,MSG_QUIZ_JAPANESE_QUESTION_OPTION_88,0
89,23,MSG_QUIZ_JAPANESE_QUESTION_OPTION_89,0
90,23,MSG_QUIZ_JAPANESE_QUESTION_OPTION_90,0
91,23,MSG_QUIZ_JAPANESE_QUESTION_OPTION_91,0
92,23,MSG_QUIZ_JAPANESE_QUESTION_OPTION_92,1
93,24,MSG_QUIZ_JAPANESE_QUESTION_OPTION_93,1
94,24,MSG_QUIZ_JAPANESE_QUESTION_OPTION_94,0
95,24,MSG_QUIZ_JAPANESE_QUESTION_OPTION_95,0
96,24,MSG_QUIZ_JAPANESE_QUESTION_OPTION_96,0
97,25,MSG_QUIZ_JAPANESE_QUESTION_OPTION_97,0
98,25,MSG_QUIZ_JAPANESE_QUESTION_OPTION_98,0
99,25,MSG_QUIZ_JAPANESE_QUESTION_OPTION_99,0
100,25,MSG_QUIZ_JAPANESE_QUESTION_OPTION_100,1
101,26,MSG_QUIZ_JAPANESE_QUESTION_OPTION_101,0
102,26,MSG_QUIZ_JAPANESE_QUESTION_OPTION_102,1
103,26,MSG_QUIZ_JAPANESE_QUESTION_OPTION_103,0
104,26,MSG_QUIZ_JAPANESE_QUESTION_OPTION_104,0
105,27,MSG_QUIZ_JAPANESE_QUESTION_OPTION_105,1
106,27,MSG_QUIZ_JAPANESE_QUESTION_OPTION_106,0
107,27,MSG_QUIZ_JAPANESE_QUESTION_OPTION_107,0
108,27,MSG_QUIZ_JAPANESE_QUESTION_OPTION_108,0
109,28,MSG_QUIZ_JAPANESE_QUESTION_OPTION_109,0
110,28,MSG_QUIZ_JAPANESE_QUESTION_OPTION_110,0
111,28,MSG_QUIZ_JAPANESE_QUESTION_OPTION_111,1
112,28,MSG_QUIZ_JAPANESE_QUESTION_OPTION_112,0
113,29,MSG_QUIZ_JAPANESE_QUESTION_OPTION_113,0
114,29,MSG_QUIZ_JAPANESE_QUESTION_OPTION_114,1
115,29,MSG_QUIZ_JAPANESE_QUESTION_OPTION_115,0
116,29,MSG_QUIZ_JAPANESE_QUESTION_OPTION_116,0
117,30,MSG_QUIZ_JAPANESE_QUESTION_OPTION_117,1
118,30,MSG_QUIZ_JAPANESE_QUESTION_OPTION_118,0
119,30,MSG_QUIZ_JAPANESE_QUESTION_OPTION_119,0
120,30,MSG_QUIZ_JAPANESE_QUESTION_OPTION_120,0
121,31,MSG_QUIZ_JAPANESE_QUESTION_OPTION_121,1
122,31,MSG_QUIZ_JAPANESE_QUESTION_OPTION_122,0
123,31,MSG_QUIZ_JAPANESE_QUESTION_OPTION_123,0
124,31,MSG_QUIZ_JAPANESE_QUESTION_OPTION_124,0
125,32,MSG_QUIZ_JAPANESE_QUESTION_OPTION_125,0
126,32,MSG_QUIZ_JAPANESE_QUESTION_OPTION_126,1
127,32,MSG_QUIZ_JAPANESE_QUESTION_OPTION_127,0
128,32,MSG_QUIZ_JAPANESE_QUESTION_OPTION_128,0
129,33,MSG_QUIZ_JAPANESE_QUESTION_OPTION_129,0
130,33,MSG_QUIZ_JAPANESE_QUESTION_OPTION_130,0
131,33,MSG_QUIZ_JAPANESE_QUESTION_OPTION_131,0
132,33,MSG_QUIZ_JAPANESE_QUESTION_OPTION_132,1
133,34,MSG_QUIZ_JAPANESE_QUESTION_OPTION_133,0
134,34,MSG_QUIZ_JAPANESE_QUESTION_OPTION_134,0
135,34,MSG_QUIZ_JAPANESE_QUESTION_OPTION_135,0
136,34,MSG_QUIZ_JAPANESE_QUESTION_OPTION_136,1
137,35,MSG_QUIZ_JAPANESE_QUESTION_OPTION_137,0
138,35,MSG_QUIZ_JAPANESE_QUESTION_OPTION_138,1
139,35,MSG_QUIZ_JAPANESE_QUESTION_OPTION_139,0
140,35,MSG_QUIZ_JAPANESE_QUESTION_OPTION_140,0
141,36,MSG_QUIZ_JAPANESE_QUESTION_OPTION_141,0
142,36,MSG_QUIZ_JAPANESE_QUESTION_OPTION_142,0
143,36,MSG_QUIZ_JAPANESE_QUESTION_OPTION_143,1
144,36,MSG_QUIZ_JAPANESE_QUESTION_OPTION_144,0
145,37,MSG_QUIZ_JAPANESE_QUESTION_OPTION_145,0
146,37,MSG_QUIZ_JAPANESE_QUESTION_OPTION_146,0
147,37,MSG_QUIZ_JAPANESE_QUESTION_OPTION_147,0
148,37,MSG_QUIZ_JAPANESE_QUESTION_OPTION_148,1
149,38,MSG_QUIZ_JAPANESE_QUESTION_OPTION_149,1
150,38,MSG_QUIZ_JAPANESE_QUESTION_OPTION_150,0
151,38,MSG_QUIZ_JAPANESE_QUESTION_OPTION_151,0
152,38,MSG_QUIZ_JAPANESE_QUESTION_OPTION_152,0
153,39,MSG_QUIZ_JAPANESE_QUESTION_OPTION_153,0
154,39,MSG_QUIZ_JAPANESE_QUESTION_OPTION_154,0
155,39,MSG_QUIZ_JAPANESE_QUESTION_OPTION_155,1
156,39,MSG_QUIZ_JAPANESE_QUESTION_OPTION_156,0
157,40,MSG_QUIZ_JAPANESE_QUESTION_OPTION_157,1
158,40,MSG_QUIZ_JAPANESE_QUESTION_OPTION_158,0
159,40,MSG_QUIZ_JAPANESE_QUESTION_OPTION_159,0
160,40,MSG_QUIZ_JAPANESE_QUESTION_OPTION_160,0
161,41,MSG_QUIZ_JAPANESE_QUESTION_OPTION_161,1
162,41,MSG_QUIZ_JAPANESE_QUESTION_OPTION_162,0
163,41,MSG_QUIZ_JAPANESE_QUESTION_OPTION_163,0
164,41,MSG_QUIZ_JAPANESE_QUESTION_OPTION_164,0
165,42,MSG_QUIZ_JAPANESE_QUESTION_OPTION_165,0
166,42,MSG_QUIZ_JAPANESE_QUESTION_OPTION_166,0
167,42,MSG_QUIZ_JAPANESE_QUESTION_OPTION_167,1
168,42,MSG_QUIZ_JAPANESE_QUESTION_OPTION_168,0
169,43,MSG_QUIZ_JAPANESE_QUESTION_OPTION_169,0
170,43,MSG_QUIZ_JAPANESE_QUESTION_OPTION_170,0
171,43,MSG_QUIZ_JAPANESE_QUESTION_OPTION_171,0
172,43,MSG_QUIZ_JAPANESE_QUESTION_OPTION_172,1
173,44,MSG_QUIZ_JAPANESE_QUESTION_OPTION_173,1
174,44,MSG_QUIZ_JAPANESE_QUESTION_OPTION_174,0
175,44,MSG_QUIZ_JAPANESE_QUESTION_OPTION_175,0
176,44,MSG_QUIZ_JAPANESE_QUESTION_OPTION_176,0
177,45,MSG_QUIZ_JAPANESE_QUESTION_OPTION_177,0
178,45,MSG_QUIZ_JAPANESE_QUESTION_OPTION_178,1
179,45,MSG_QUIZ_JAPANESE_QUESTION_OPTION_179,0
180,45,MSG_QUIZ_JAPANESE_QUESTION_OPTION_180,0
181,46,MSG_QUIZ_JAPANESE_QUESTION_OPTION_181,0
182,46,MSG_QUIZ_JAPANESE_QUESTION_OPTION_182,1
183,46,MSG_QUIZ_JAPANESE_QUESTION_OPTION_183,0
184,46,MSG_QUIZ_JAPANESE_QUESTION_OPTION_184,0
185,47,MSG_QUIZ_JAPANESE_QUESTION_OPTION_185,0
186,47,MSG_QUIZ_JAPANESE_QUESTION_OPTION_186,0
187,47,MSG_QUIZ_JAPANESE_QUESTION_OPTION_187,0
188,47,MSG_QUIZ_JAPANESE_QUESTION_OPTION_188,1
189,48,MSG_QUIZ_JAPANESE_QUESTION_OPTION_189,0
190,48,MSG_QUIZ_JAPANESE_QUESTION_OPTION_190,0
191,48,MSG_QUIZ_JAPANESE_QUESTION_OPTION_191,1
192,48,MSG_QUIZ_JAPANESE_QUESTION_OPTION_192,0
193,49,MSG_QUIZ_JAPANESE_QUESTION_OPTION_193,1
194,49,MSG_QUIZ_JAPANESE_QUESTION_OPTION_194,0
195,49,MSG_QUIZ_JAPANESE_QUESTION_OPTION_195,0
196,49,MSG_QUIZ_JAPANESE_QUESTION_OPTION_196,0
197,50,MSG_QUIZ_JAPANESE_QUESTION_OPTION_197,0
198,50,MSG_QUIZ_JAPANESE_QUESTION_OPTION_198,1
199,50,MSG_QUIZ_JAPANESE_QUESTION_OPTION_199,0
200,50,MSG_QUIZ_JAPANESE_QUESTION_OPTION_200,0
201,51,MSG_QUIZ_JAPANESE_QUESTION_OPTION_201,0
202,51,MSG_QUIZ_JAPANESE_QUESTION_OPTION_202,0
203,51,MSG_QUIZ_JAPANESE_QUESTION_OPTION_203,1
204,51,MSG_QUIZ_JAPANESE_QUESTION_OPTION_204,0
205,52,MSG_QUIZ_JAPANESE_QUESTION_OPTION_205,1
206,52,MSG_QUIZ_JAPANESE_QUESTION_OPTION_206,0
207,52,MSG_QUIZ_JAPANESE_QUESTION_OPTION_207,0
208,52,MSG_QUIZ_JAPANESE_QUESTION_OPTION_208,0
209,53,MSG_QUIZ_JAPANESE_QUESTION_OPTION_209,0
210,53,MSG_QUIZ_JAPANESE_QUESTION_OPTION_210,0
211,53,MSG_QUIZ_JAPANESE_QUESTION_OPTION_211,0
212,53,MSG_QUIZ_JAPANESE_QUESTION_OPTION_212,1
213,54,MSG_QUIZ_JAPANESE_QUESTION_OPTION_213,0
214,54,MSG_QUIZ_JAPANESE_QUESTION_OPTION_214,0
215,54,MSG_QUIZ_JAPANESE_QUESTION_OPTION_215,1
216,54,MSG_QUIZ_JAPANESE_QUESTION_OPTION_216,0
217,55,MSG_QUIZ_JAPANESE_QUESTION_OPTION_217,0
218,55,MSG_QUIZ_JAPANESE_QUESTION_OPTION_218,0
219,55,MSG_QUIZ_JAPANESE_QUESTION_OPTION_219,1
220,55,MSG_QUIZ_JAPANESE_QUESTION_OPTION_220,0
221,56,MSG_QUIZ_JAPANESE_QUESTION_OPTION_221,0
222,56,MSG_QUIZ_JAPANESE_QUESTION_OPTION_222,1
223,56,MSG_QUIZ_JAPANESE_QUESTION_OPTION_223,0
224,56,MSG_QUIZ_JAPANESE_QUESTION_OPTION_224,0
225,57,MSG_QUIZ_JAPANESE_QUESTION_OPTION_225,1
226,57,MSG_QUIZ_JAPANESE_QUESTION_OPTION_226,0
227,57,MSG_QUIZ_JAPANESE_QUESTION_OPTION_227,0
228,57,MSG_QUIZ_JAPANESE_QUESTION_OPTION_228,0
229,58,MSG_QUIZ_JAPANESE_QUESTION_OPTION_229,0
230,58,MSG_QUIZ_JAPANESE_QUESTION_OPTION_230,0
231,58,MSG_QUIZ_JAPANESE_QUESTION_OPTION_231,1
232,58,MSG_QUIZ_JAPANESE_QUESTION_OPTION_232,0
233,59,MSG_QUIZ_JAPANESE_QUESTION_OPTION_233,0
234,59,MSG_QUIZ_JAPANESE_QUESTION_OPTION_234,0
235,59,MSG_QUIZ_JAPANESE_QUESTION_OPTION_235,1
236,59,MSG_QUIZ_JAPANESE_QUESTION_OPTION_236,0
237,60,MSG_QUIZ_JAPANESE_QUESTION_OPTION_237,0
238,60,MSG_QUIZ_JAPANESE_QUESTION_OPTION_238,1
239,60,MSG_QUIZ_JAPANESE_QUESTION_OPTION_239,0
240,60,MSG_QUIZ_JAPANESE_QUESTION_OPTION_240,0
241,61,MSG_QUIZ_JAPANESE_QUESTION_OPTION_241,1
242,61,MSG_QUIZ_JAPANESE_QUESTION_OPTION_242,0
243,61,MSG_QUIZ_JAPANESE_QUESTION_OPTION_243,0
244,61,MSG_QUIZ_JAPANESE_QUESTION_OPTION_244,0
245,62,MSG_QUIZ_JAPANESE_QUESTION_OPTION_245,0
246,62,MSG_QUIZ_JAPANESE_QUESTION_OPTION_246,0
247,62,MSG_QUIZ_JAPANESE_QUESTION_OPTION_247,1
248,62,MSG_QUIZ_JAPANESE_QUESTION_OPTION_248,0
249,63,MSG_QUIZ_JAPANESE_QUESTION_OPTION_249,0
250,63,MSG_QUIZ_JAPANESE_QUESTION_OPTION_250,0
251,63,MSG_QUIZ_JAPANESE_QUESTION_OPTION_251,0
252,63,MSG_QUIZ_JAPANESE_QUESTION_OPTION_252,1
253,64,MSG_QUIZ_JAPANESE_QUESTION_OPTION_253,1
254,64,MSG_QUIZ_JAPANESE_QUESTION_OPTION_254,0
255,64,MSG_QUIZ_JAPANESE_QUESTION_OPTION_255,0
256,64,MSG_QUIZ_JAPANESE_QUESTION_OPTION_256,0
257,65,MSG_QUIZ_JAPANESE_QUESTION_OPTION_257,0
258,65,MSG_QUIZ_JAPANESE_QUESTION_OPTION_258,0
259,65,MSG_QUIZ_JAPANESE_QUESTION_OPTION_259,1
260,65,MSG_QUIZ_JAPANESE_QUESTION_OPTION_260,0
261,66,MSG_QUIZ_JAPANESE_QUESTION_OPTION_261,0
262,66,MSG_QUIZ_JAPANESE_QUESTION_OPTION_262,0
263,66,MSG_QUIZ_JAPANESE_QUESTION_OPTION_263,0
264,66,MSG_QUIZ_JAPANESE_QUESTION_OPTION_264,1
265,67,MSG_QUIZ_JAPANESE_QUESTION_OPTION_265,0
266,67,MSG_QUIZ_JAPANESE_QUESTION_OPTION_266,0
267,67,MSG_QUIZ_JAPANESE_QUESTION_OPTION_267,1
268,67,MSG_QUIZ_JAPANESE_QUESTION_OPTION_268,0
269,68,MSG_QUIZ_JAPANESE_QUESTION_OPTION_269,0
270,68,MSG_QUIZ_JAPANESE_QUESTION_OPTION_270,0
271,68,MSG_QUIZ_JAPANESE_QUESTION_OPTION_271,0
272,68,MSG_QUIZ_JAPANESE_QUESTION_OPTION_272,1
273,69,MSG_QUIZ_JAPANESE_QUESTION_OPTION_273,0
274,69,MSG_QUIZ_JAPANESE_QUESTION_OPTION_274,1
275,69,MSG_QUIZ_JAPANESE_QUESTION_OPTION_275,0
276,69,MSG_QUIZ_JAPANESE_QUESTION_OPTION_276,0
277,70,MSG_QUIZ_JAPANESE_QUESTION_OPTION_277,1
278,70,MSG_QUIZ_JAPANESE_QUESTION_OPTION_278,0
279,70,MSG_QUIZ_JAPANESE_QUESTION_OPTION_279,0
280,70,MSG_QUIZ_JAPANESE_QUESTION_OPTION_280,0
281,71,MSG_QUIZ_JAPANESE_QUESTION_OPTION_281,0
282,71,MSG_QUIZ_JAPANESE_QUESTION_OPTION_282,0
283,71,MSG_QUIZ_JAPANESE_QUESTION_OPTION_283,0
284,71,MSG_QUIZ_JAPANESE_QUESTION_OPTION_284,1
285,72,MSG_QUIZ_JAPANESE_QUESTION_OPTION_285,0
286,72,MSG_QUIZ_JAPANESE_QUESTION_OPTION_286,0
287,72,MSG_QUIZ_JAPANESE_QUESTION_OPTION_287,1
288,72,MSG_QUIZ_JAPANESE_QUESTION_OPTION_288,0
289,73,MSG_QUIZ_JAPANESE_QUESTION_OPTION_289,0
290,73,MSG_QUIZ_JAPANESE_QUESTION_OPTION_290,0
291,73,MSG_QUIZ_JAPANESE_QUESTION_OPTION_291,1
292,73,MSG_QUIZ_JAPANESE_QUESTION_OPTION_292,0
293,74,MSG_QUIZ_JAPANESE_QUESTION_OPTION_293,0
294,74,MSG_QUIZ_JAPANESE_QUESTION_OPTION_294,0
295,74,MSG_QUIZ_JAPANESE_QUESTION_OPTION_295,0
296,74,MSG_QUIZ_JAPANESE_QUESTION_OPTION_296,1
297,75,MSG_QUIZ_JAPANESE_QUESTION_OPTION_297,0
298,75,MSG_QUIZ_JAPANESE_QUESTION_OPTION_298,1
299,75,MSG_QUIZ_JAPANESE_QUESTION_OPTION_299,0
300,75,MSG_QUIZ_JAPANESE_QUESTION_OPTION_300,0
301,76,MSG_QUIZ_JAPANESE_QUESTION_OPTION_301,0
302,76,MSG_QUIZ_JAPANESE_QUESTION_OPTION_302,0
303,76,MSG_QUIZ_JAPANESE_QUESTION_OPTION_303,0
304,76,MSG_QUIZ_JAPANESE_QUESTION_OPTION_304,1
305,77,MSG_QUIZ_JAPANESE_QUESTION_OPTION_305,1
306,77,MSG_QUIZ_JAPANESE_QUESTION_OPTION_306,0
307,77,MSG_QUIZ_JAPANESE_QUESTION_OPTION_307,0
308,77,MSG_QUIZ_JAPANESE_QUESTION_OPTION_308,0
309,78,MSG_QUIZ_JAPANESE_QUESTION_OPTION_309,0
310,78,MSG_QUIZ_JAPANESE_QUESTION_OPTION_310,0
311,78,MSG_QUIZ_JAPANESE_QUESTION_OPTION_311,1
312,78,MSG_QUIZ_JAPANESE_QUESTION_OPTION_312,0
313,79,MSG_QUIZ_JAPANESE_QUESTION_OPTION_313,1
314,79,MSG_QUIZ_JAPANESE_QUESTION_OPTION_314,0
315,79,MSG_QUIZ_JAPANESE_QUESTION_OPTION_315,0
316,79,MSG_QUIZ_JAPANESE_QUESTION_OPTION_316,0
317,80,MSG_QUIZ_JAPANESE_QUESTION_OPTION_317,0
318,80,MSG_QUIZ_JAPANESE_QUESTION_OPTION_318,0
319,80,MSG_QUIZ_JAPANESE_QUESTION_OPTION_319,0
320,80,MSG_QUIZ_JAPANESE_QUESTION_OPTION_320,1
321,81,MSG_QUIZ_JAPANESE_QUESTION_OPTION_321,0
322,81,MSG_QUIZ_JAPANESE_QUESTION_OPTION_322,0
323,81,MSG_QUIZ_JAPANESE_QUESTION_OPTION_323,0
324,81,MSG_QUIZ_JAPANESE_QUESTION_OPTION_324,1
325,82,MSG_QUIZ_JAPANESE_QUESTION_OPTION_325,0
326,82,MSG_QUIZ_JAPANESE_QUESTION_OPTION_326,1
327,82,MSG_QUIZ_JAPANESE_QUESTION_OPTION_327,0
328,82,MSG_QUIZ_JAPANESE_QUESTION_OPTION_328,0
329,83,MSG_QUIZ_JAPANESE_QUESTION_OPTION_329,0
330,83,MSG_QUIZ_JAPANESE_QUESTION_OPTION_330,0
331,83,MSG_QUIZ_JAPANESE_QUESTION_OPTION_331,1
332,83,MSG_QUIZ_JAPANESE_QUESTION_OPTION_332,0
333,84,MSG_QUIZ_JAPANESE_QUESTION_OPTION_333,0
334,84,MSG_QUIZ_JAPANESE_QUESTION_OPTION_334,0
335,84,MSG_QUIZ_JAPANESE_QUESTION_OPTION_335,0
336,84,MSG_QUIZ_JAPANESE_QUESTION_OPTION_336,1
337,85,MSG_QUIZ_JAPANESE_QUESTION_OPTION_337,1
338,85,MSG_QUIZ_JAPANESE_QUESTION_OPTION_338,0
339,85,MSG_QUIZ_JAPANESE_QUESTION_OPTION_339,0
340,85,MSG_QUIZ_JAPANESE_QUESTION_OPTION_340,0
341,86,MSG_QUIZ_JAPANESE_QUESTION_OPTION_341,0
342,86,MSG_QUIZ_JAPANESE_QUESTION_OPTION_342,0
343,86,MSG_QUIZ_JAPANESE_QUESTION_OPTION_343,1
344,86,MSG_QUIZ_JAPANESE_QUESTION_OPTION_344,0
345,87,MSG_QUIZ_JAPANESE_QUESTION_OPTION_345,0
346,87,MSG_QUIZ_JAPANESE_QUESTION_OPTION_346,1
347,87,MSG_QUIZ_JAPANESE_QUESTION_OPTION_347,0
348,87,MSG_QUIZ_JAPANESE_QUESTION_OPTION_348,0
349,88,MSG_QUIZ_JAPANESE_QUESTION_OPTION_349,0
350,88,MSG_QUIZ_JAPANESE_QUESTION_OPTION_350,0
351,88,MSG_QUIZ_JAPANESE_QUESTION_OPTION_351,0
352,88,MSG_QUIZ_JAPANESE_QUESTION_OPTION_352,1
353,89,MSG_QUIZ_JAPANESE_QUESTION_OPTION_353,1
354,89,MSG_QUIZ_JAPANESE_QUESTION_OPTION_354,0
355,89,MSG_QUIZ_JAPANESE_QUESTION_OPTION_355,0
356,89,MSG_QUIZ_JAPANESE_QUESTION_OPTION_356,0
357,90,MSG_QUIZ_JAPANESE_QUESTION_OPTION_357,0
358,90,MSG_QUIZ_JAPANESE_QUESTION_OPTION_358,0
359,90,MSG_QUIZ_JAPANESE_QUESTION_OPTION_359,1
360,90,MSG_QUIZ_JAPANESE_QUESTION_OPTION_360,0
361,91,MSG_QUIZ_JAPANESE_QUESTION_OPTION_361,0
362,91,MSG_QUIZ_JAPANESE_QUESTION_OPTION_362,0
363,91,MSG_QUIZ_JAPANESE_QUESTION_OPTION_363,0
364,91,MSG_QUIZ_JAPANESE_QUESTION_OPTION_364,1
365,92,MSG_QUIZ_JAPANESE_QUESTION_OPTION_365,0
366,92,MSG_QUIZ_JAPANESE_QUESTION_OPTION_366,0
367,92,MSG_QUIZ_JAPANESE_QUESTION_OPTION_367,1
368,92,MSG_QUIZ_JAPANESE_QUESTION_OPTION_368,0
369,93,MSG_QUIZ_JAPANESE_QUESTION_OPTION_369,0
370,93,MSG_QUIZ_JAPANESE_QUESTION_OPTION_370,0
371,93,MSG_QUIZ_JAPANESE_QUESTION_OPTION_371,0
372,93,MSG_QUIZ_JAPANESE_QUESTION_OPTION_372,1
373,94,MSG_QUIZ_JAPANESE_QUESTION_OPTION_373,0
374,94,MSG_QUIZ_JAPANESE_QUESTION_OPTION_374,1
375,94,MSG_QUIZ_JAPANESE_QUESTION_OPTION_375,0
376,94,MSG_QUIZ_JAPANESE_QUESTION_OPTION_376,0
377,95,MSG_QUIZ_JAPANESE_QUESTION_OPTION_377,0
378,95,MSG_QUIZ_JAPANESE_QUESTION_OPTION_378,1
379,95,MSG_QUIZ_JAPANESE_QUESTION_OPTION_379,0
380,95,MSG_QUIZ_JAPANESE_QUESTION_OPTION_380,0
381,96,MSG_QUIZ_JAPANESE_QUESTION_OPTION_381,0
382,96,MSG_QUIZ_JAPANESE_QUESTION_OPTION_382,0
383,96,MSG_QUIZ_JAPANESE_QUESTION_OPTION_383,0
384,96,MSG_QUIZ_JAPANESE_QUESTION_OPTION_384,1
385,97,MSG_QUIZ_JAPANESE_QUESTION_OPTION_385,0
386,97,MSG_QUIZ_JAPANESE_QUESTION_OPTION_386,0
387,97,MSG_QUIZ_JAPANESE_QUESTION_OPTION_387,1
388,97,MSG_QUIZ_JAPANESE_QUESTION_OPTION_388,0
